case_id,level1_category,level2_category,difficulty,gt_status,gt_error_type,gt_error_subtype,gt_label_source,gt_label_strength,baseline_status,baseline_error_type,baseline_error_subtype,baseline_error_type_raw,baseline_error_subtype_raw,baseline_error_position,baseline_label_source,sql_text,source_tier,source,source_ref,tags,notes
HIVE_REAL_055,DDL,DROP_DATABASE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_database_identifier_syntax,cannot_recognize_input,quoted_database_identifier_syntax,1:14,local_hive_parse_sdk,"drop database ""db~!@#$%^&*(),<>"" cascade",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:ddl;feature:drop_database_syntax;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:drop_database_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_056,DDL,DROP_TABLE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,DROP TABLE test_db_nocurr.test_table_for_alter_partition_nocurrentdb,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_partition_onto_nocurrent_db.q,baseline_status:pass;feature:ddl;feature:drop_table;feature:drop_table_syntax;feature:status_pass;gt_status:pass;gt_strength:strong;level1:ddl;level2:drop_table_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_057,DDL,DROP_TABLE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:11,local_hive_parse_sdk,"drop table ""t//""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:ddl;feature:drop_table;feature:drop_table_syntax;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:drop_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_058,DDL,CREATE_DATABASE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,create view v3 as with t as (select * from v1) select * from t,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/authorization_nested_views.q,baseline_status:pass;feature:create_database_syntax;feature:cte;feature:ddl;feature:status_pass;feature:subquery;gt_status:pass;gt_strength:strong;level1:ddl;level2:create_database_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_059,DDL,CREATE_TABLE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:13,local_hive_parse_sdk,"create table ""c/b/o_t1""(key string, value string, c_int int, c_float float, c_boolean boolean) partitioned by (dt string) row format delimited fields terminated by ',' STORED AS TEXTFILE",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_table;feature:create_table_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:serde;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_060,DDL,DROP_DATABASE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,drop database if exists statsdb2,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_table_column_stats.q,baseline_status:pass;feature:ddl;feature:drop_database_syntax;feature:status_pass;gt_status:pass;gt_strength:strong;level1:ddl;level2:drop_database_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_061,DDL,CREATE_DATABASE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:61,local_hive_parse_sdk,"create view v1_n7 as select c_int, value, c_boolean, dt from ""c/b/o_t1""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_database_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_database_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_062,DDL,CREATE_TABLE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"CREATE TABLE IF NOT EXISTS test_update_partition_parquet_mmctas PARTITIONED BY (id) STORED AS PARQUET TBLPROPERTIES('transactional'='true', 'transactional_properties'='insert_only') AS (SELECT * FROM test_update_bucketed WHERE id = 1 UNION SELECT * FROM test_update_bucketed WHERE id = 2)",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_locking_ctas.q,baseline_status:pass;feature:create_table;feature:create_table_syntax;feature:ddl;feature:status_pass;feature:subquery;feature:transactional;feature:union;gt_status:pass;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_063,DDL,CREATE_TABLE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:13,local_hive_parse_sdk,"create table ""//cbo_t2""(key string, value string, c_int int, c_float float, c_boolean boolean) partitioned by (dt string) row format delimited fields terminated by ',' STORED AS TEXTFILE",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_table;feature:create_table_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:serde;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_064,DDL,ALTER_TABLE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,ALTER TABLE alter_file_format_test SET FILEFORMAT INPUTFORMAT 'org.apache.hadoop.mapred.TextInputFormat' OUTPUTFORMAT 'org.apache.hadoop.hive.ql.io.IgnoreKeyTextOutputFormat' SERDE 'org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe',real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_file_format.q,baseline_status:pass;feature:alter_table;feature:alter_table_syntax;feature:ddl;feature:serde;feature:status_pass;gt_status:pass;gt_strength:strong;level1:ddl;level2:alter_table_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_065,DDL,CREATE_DATABASE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_identifier_path_syntax,cannot_recognize_input,quoted_identifier_path_syntax,1:46,local_hive_parse_sdk,"create view v2_n2 as select c_int, value from ""//cbo_t2""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_database_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_database_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_066,DDL,DROP_TABLE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,drop table if exists annotate_stats_lateral_view_join_test,real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/annotate_stats_lateral_view_join.q,baseline_status:pass;feature:ddl;feature:drop_table;feature:drop_table_syntax;feature:status_pass;gt_status:pass;gt_strength:strong;level1:ddl;level2:drop_table_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_067,DDL,CREATE_TABLE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:13,local_hive_parse_sdk,"create table ""cbo_/t3////""(key string, value string, c_int int, c_float float, c_boolean boolean) row format delimited fields terminated by ',' STORED AS TEXTFILE",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_table;feature:create_table_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:serde;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_068,DDL,CREATE_TABLE_SYNTAX,medium,fail,parse_error,reserved_keyword_table_name,parser_unit_explicit_negative,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:13,local_hive_parse_sdk,CREATE TABLE PARTITION (col STRING),real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestReservedWords.java,baseline_error:parse_error;baseline_status:fail;feature:create_table;feature:create_table_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_reserved_keyword_table_name;feature:partition;feature:status_fail;gt_error:parse_error;gt_error_subtype:reserved_keyword_table_name;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_069,DDL,CREATE_DATABASE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,quoted_database_identifier_syntax,cannot_recognize_input,quoted_database_identifier_syntax,1:16,local_hive_parse_sdk,"create database ""db~!@#$%^&*(),<>""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:create_database_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_database_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_070,DDL,CREATE_TABLE_SYNTAX,medium,fail,parse_error,reserved_keyword_table_name,parser_unit_explicit_negative,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:13,local_hive_parse_sdk,CREATE TABLE HAVING (col STRING),real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestReservedWords.java,baseline_error:parse_error;baseline_status:fail;feature:create_table;feature:create_table_syntax;feature:ddl;feature:error_parse_error;feature:error_subtype_reserved_keyword_table_name;feature:having;feature:status_fail;gt_error:parse_error;gt_error_subtype:reserved_keyword_table_name;gt_status:fail;gt_strength:strong;level1:ddl;level2:create_table_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_071,DML,LOAD_DATA_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:64,local_hive_parse_sdk,"load data local inpath '../../data/files/cbo_t1.txt' into table ""c/b/o_t1"" partition (dt='2014')",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:load_data_syntax;feature:partition;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:load_data_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_072,DML,INSERT_INTO_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"insert into table acid_vectorized_part partition (ds = 'tomorrow') select cint, cstring1 from alltypesorc where cint is not null order by cint limit 10",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_vectorization_partition.q,baseline_status:pass;feature:dml;feature:insert_into;feature:insert_into_syntax;feature:limit;feature:order_sort;feature:partition;feature:status_pass;gt_status:pass;gt_strength:strong;level1:dml;level2:insert_into_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_073,DML,INSERT_INTO_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:18,local_hive_parse_sdk,"insert into table ""src/_/cbo"" select * from default.src",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:insert_into;feature:insert_into_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:insert_into_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_074,DML,INSERT_OVERWRITE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"insert overwrite table alter_partition_change_col1 partition (p1, p2) select c1, c2, 'abc', '123' from alter_partition_change_col0 union all select c1, c2, cast(null as string), '123' from alter_partition_change_col0",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_partition_change_col.q,baseline_status:pass;feature:dml;feature:insert_overwrite;feature:insert_overwrite_syntax;feature:partition;feature:status_pass;feature:subquery;feature:union;gt_status:pass;gt_strength:strong;level1:dml;level2:insert_overwrite_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_075,DML,INSERT_OVERWRITE_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:23,local_hive_parse_sdk,"insert overwrite table ""src/_/cbo"" select * from default.src",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:insert_overwrite;feature:insert_overwrite_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:insert_overwrite_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_076,DML,LOAD_DATA_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"load data local inpath '../../data/files/smbbucket_1.rc' into table src_rc_merge_test_part_n1 partition (ds='2012-01-03', ts='2012-01-03+14:46:31')",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_merge_2.q,baseline_status:pass;feature:dml;feature:load_data_syntax;feature:partition;feature:status_pass;gt_status:pass;gt_strength:strong;level1:dml;level2:load_data_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_077,DML,LOAD_DATA_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:64,local_hive_parse_sdk,"load data local inpath '../../data/files/cbo_t2.txt' into table ""//cbo_t2"" partition (dt='2014')",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:load_data_syntax;feature:partition;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:load_data_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_078,DML,INSERT_INTO_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"insert into table acid_vectorized_part partition (ds = 'today') select cint, cstring1 from alltypesorc where cint is not null order by cint limit 10",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/acid_vectorization_partition.q,baseline_status:pass;feature:dml;feature:insert_into;feature:insert_into_syntax;feature:limit;feature:order_sort;feature:partition;feature:status_pass;gt_status:pass;gt_strength:strong;level1:dml;level2:insert_into_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_079,DML,INSERT_INTO_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:12,local_hive_parse_sdk,"insert into ""t//"" values(null)",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:insert_into;feature:insert_into_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:insert_into_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_080,DML,INSERT_OVERWRITE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"insert overwrite table alter_table_restrict partition (p1, p2) select c1, 'abc', '123' from alter_table_src union all select c1, cast(null as string), '123' from alter_table_src",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_table_cascade.q,baseline_status:pass;feature:dml;feature:insert_overwrite;feature:insert_overwrite_syntax;feature:partition;feature:status_pass;feature:subquery;feature:union;gt_status:pass;gt_strength:strong;level1:dml;level2:insert_overwrite_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_081,DML,LOAD_DATA_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:76,local_hive_parse_sdk,"LOAD DATA LOCAL INPATH '../../data/files/lineitem.txt' OVERWRITE INTO TABLE ""line/item""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:load_data_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:load_data_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_082,DML,LOAD_DATA_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"load data local inpath '../../data/files/smbbucket_2.rc' into table src_rc_merge_test_part_n1 partition (ds='2012-01-03', ts='2012-01-03+14:46:31')",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_merge_2.q,baseline_status:pass;feature:dml;feature:load_data_syntax;feature:partition;feature:status_pass;gt_status:pass;gt_strength:strong;level1:dml;level2:load_data_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_083,DML,INSERT_INTO_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:12,local_hive_parse_sdk,"insert into ""t//"" values(1)",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:insert_into;feature:insert_into_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:insert_into_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_084,DML,INSERT_INTO_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"insert into table src_orc_merge_test_part partition(ds='2012-01-03', ts='2012-01-03+14:46:31') select * from src order by key, value limit 100",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_merge_2_orc.q,baseline_status:pass;feature:dml;feature:insert_into;feature:insert_into_syntax;feature:limit;feature:order_sort;feature:status_pass;gt_status:pass;gt_strength:strong;level1:dml;level2:insert_into_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
HIVE_REAL_085,DML,LOAD_DATA_SYNTAX,medium,fail,parse_error,quoted_identifier_path_syntax,parser_unit_file_heuristic:TestSpecialCharacterInTableNamesQuotes.java,strong,fail,parse_error,reserved_keyword_table_name,cannot_recognize_input,reserved_keyword_table_name,1:77,local_hive_parse_sdk,"LOAD DATA LOCAL INPATH '../../data/files/part_tiny.txt' overwrite into table ""p/a/r/t""",real,apache_hive_parser_unit,https://github.com/apache/hive/blob/master/parser/src/test/org/apache/hadoop/hive/ql/parse/TestSpecialCharacterInTableNamesQuotes.java,baseline_error:parse_error;baseline_status:fail;feature:dml;feature:error_parse_error;feature:error_subtype_quoted_identifier_path_syntax;feature:load_data_syntax;feature:status_fail;gt_error:parse_error;gt_error_subtype:quoted_identifier_path_syntax;gt_status:fail;gt_strength:strong;level1:dml;level2:load_data_syntax;source:apache_hive_parser_unit;tier:real,Auto-extracted from Apache Hive parser unit tests | baseline=local_hive_parse_sdk
HIVE_REAL_086,DML,INSERT_OVERWRITE_SYNTAX,medium,pass,,,open_benchmark_clientpositive_directory,strong,pass,,,,,,local_hive_parse_sdk,"insert overwrite table alter_table_cascade partition (p1, p2) select c1, 'abc', '123' from alter_table_src union all select c1, cast(null as string), '123' from alter_table_src",real,apache_hive_clientpositive,https://github.com/apache/hive/blob/master/ql/src/test/queries/clientpositive/alter_table_cascade.q,baseline_status:pass;feature:dml;feature:insert_overwrite;feature:insert_overwrite_syntax;feature:partition;feature:status_pass;feature:subquery;feature:union;gt_status:pass;gt_strength:strong;level1:dml;level2:insert_overwrite_syntax;source:apache_hive_clientpositive;tier:real,Auto-extracted from Apache Hive open-source query test suite | positive directory assertion | baseline=local_hive_parse_sdk
